id,asins,brand,categories,colors,count,dateAdded,dateUpdated,descriptions,dimension,ean,features,flavors,imageURLs,isbn,keys,manufacturer,manufacturerNumber,merchants,name,prices.amountMin,prices.amountMax,prices.availability,prices.color,prices.condition,prices.count,prices.currency,prices.dateAdded,prices.dateSeen,prices.flavor,prices.isSale,prices.merchant,prices.offer,prices.returnPolicy,prices.shipping,prices.size,prices.source,prices.sourceURLs,prices.warranty,quantities,reviews,sizes,skus,sourceURLs,upc,vin,websiteIDs,weight,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,price_avg,review_count,avg_rating,days_to_purchase
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,,New,,USD,2015-08-18 16:48:25+00:00,2016-02-21 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,186
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,36.5,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,40 �,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,38�,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,36 �,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,39.5,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,35,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,37.5,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,35.5,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
AVpe_sM4LJeJML430C5w,,Ralph Lauren,"Women,Shoes,Boots",Black,,2015-08-18 16:48:25+00:00,2016-02-25 20:56:41+00:00,,,,,,http://www.ralphlauren.com/graphics/product_images/pPOLO2-21037336_standard_v330.jpg,,"talithasuedeboot/21037345,ralphlauren/63012296",,63012296,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Talitha Suede Boot,1250.0,1250.0,,Black,New,,USD,2015-08-18 16:48:25+00:00,2015-08-11 00:00:00+00:00,,False,www.ralphlauren.com,,"The full amount will be credited to the original tender (credit card, gift card, or online gift certificate) if returned within 60 days of the ship date on your invoice and accompanied by the original invoice. The current selling price will be credited if returned after 60 days and accompanied by the original invoice.",FREE SHIPPING ON ORDERS OVER $125. $5 FLAT-RATE ON OTHER ORDERS $125 AND LESS,41,,http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,[],"(38, 38.5, 37.5, 39.5, 35, 36.5, 36, 39, 37, 35.5, 40.5, 40, 41)","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=63012296""],""value"":""21037345""}]",http://www.ralphlauren.com/product/index.jsp?productId=63012296,,,,,,,,,1250.0,0,0,-8
